Sala IQBT-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3118
Sala Asamblea - DII 851 4º Piso-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3122
Auditorio Nº 303 -poniente-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3126
Seminario 5to piso, mecanica-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3130
Sala de Reunion 6to piso, Ing Química-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3134
Patio Principal Beauchef 851-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3138
MI 1-Edificio Química	Edificio Química	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3142
Sala de Proyectos 4to piso - Mecanica-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3146
Laboratorio 4to piso DIM-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3150
Sala de Seminarios 4°piso (N°439)-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3154
Laboratorio Metalurgia-Av. Blanco Encalada 2743	Av. Blanco Encalada 2743	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3158
Auditorio P303 - Philippe Flajolet-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3162
